"","idclient","idticket","Date","Montant","Points"
"13574",1771940,450700000000,2010-10-01 15:42:16,191.22,27
"13575",1771940,450500000000,2011-03-30 15:48:41,26.8,4
"13576",1771940,450200000000,2011-05-20 11:48:56,75.7,0
"13577",1771940,450200000000,2011-05-20 11:57:36,7.5,1
"13578",1771940,500100000000,2011-06-09 15:58:07,32.55,5
"13579",1771940,500100000000,2011-11-02 14:48:41,18.3,3
"13580",1771940,450500000000,2012-03-29 12:41:38,47.85,7
"13581",1771947,120100000000,2010-03-24 15:00:46,137.55,20
"13582",1771947,120100000000,2010-03-24 15:06:09,11.9,2
"13583",1771950,400100000000,2010-03-24 15:02:28,143.56,21
"13584",1771950,400600000000,2010-03-26 14:29:49,74.99,11
"13585",1771950,400200000000,2010-04-29 10:27:44,118.55,16
"13586",1771950,400100000000,2010-06-25 16:51:33,34.1,4
"13587",1771950,400200000000,2011-03-24 09:33:14,79.6,13
"13588",1771950,400400000000,2012-03-21 10:31:47,41.72,6
"13589",1771950,400100000000,2012-04-02 11:06:13,78.49,13
"13590",1771950,400100000000,2012-06-01 09:22:53,43.45,7
"13591",1771987,450500000000,2010-03-24 15:28:29,139.52,20
"13592",1771987,450500000000,2010-04-17 19:02:26,41.85,5
"13593",1772002,250100000000,2010-03-24 15:39:13,82.48,12
"13594",1772002,250400000000,2010-04-10 15:56:30,35.24,5
"13595",1772002,250200000000,2010-05-06 16:09:33,29.84,4
"13596",1772002,250600000000,2010-05-11 14:48:11,11.95,1
"13597",1772002,250600000000,2010-08-26 17:33:02,51.49,7
"13598",1772002,250500000000,2010-10-01 12:31:04,51.9,7
"13599",1772002,250100000000,2010-11-13 14:26:35,21.95,3
"13600",1772002,250400000000,2010-12-15 17:04:37,6.44,0
"13601",1772002,250100000000,2011-01-08 17:04:21,10.74,1
"13602",1772002,250200000000,2011-03-03 16:12:50,50.41,8
"13603",1772002,250100000000,2011-05-02 15:45:36,69.81,11
"13604",1772002,250400000000,2011-05-09 14:23:10,76.21,16
"13605",1772002,250400000000,2011-05-09 14:41:32,2.95,0
"13606",1772002,251000000000,2011-06-16 17:20:11,18.35,3
"13607",1772002,251000000000,2011-07-02 15:31:44,27.27,4
"13608",1772002,250600000000,2011-07-05 15:55:27,21.57,3
"13609",1772002,250400000000,2011-09-10 17:19:47,19.35,3
"13610",1772002,250100000000,2011-09-17 14:33:50,13.05,2
"13611",1772002,250300000000,2011-10-14 12:51:19,18.46,3
"13612",1772002,250100000000,2011-10-22 12:53:48,16.44,2
"13613",1772002,250100000000,2011-11-02 15:56:17,15.12,2
"13614",1772002,250100000000,2011-11-04 16:28:43,59.33,11
"13615",1772002,250100000000,2011-11-10 17:04:36,74.32,14
"13616",1772002,250100000000,2011-11-19 12:26:34,48.93,8
"13617",1772002,250100000000,2011-11-26 14:32:22,6.95,1
"13618",1772002,250100000000,2011-12-02 13:19:09,65.54,10
"13619",1772002,250400000000,2011-12-06 15:20:31,36.19,6
"13620",1772002,250100000000,2011-12-15 16:27:28,22.39,3
"13621",1772002,250400000000,2011-12-29 17:25:54,39.56,6
"13622",1772002,250400000000,2012-01-28 14:03:45,12.65,2
"13623",1772002,250400000000,2012-02-08 13:28:42,46.92,7
"13624",1772002,250600000000,2012-03-03 18:16:03,39.51,6
"13625",1772002,250300000000,2012-03-04 17:25:53,43.2,7
"13626",1772002,250100000000,2012-03-21 17:55:43,27.6,4
"13627",1772002,250400000000,2012-03-24 17:16:26,49.02,8
"13628",1772002,250600000000,2012-04-21 18:16:28,30.88,5
"13629",1772002,250600000000,2012-05-04 12:37:49,60.68,16
"13630",1772002,250400000000,2012-05-13 15:12:32,66.4,10
"13631",1772002,250600000000,2012-06-02 12:38:53,58.06,10
"13632",1772002,250400000000,2012-06-23 12:28:19,39.54,6
"13633",1772002,250600000000,2012-07-07 13:13:03,28.33,4
"13634",1772002,250600000000,2012-07-27 11:47:31,53.99,8
"13635",1772002,250600000000,2012-08-11 12:34:57,16.63,2
"13636",1772002,250400000000,2012-09-04 18:40:32,55,9
"13637",1772002,250400000000,2012-11-04 12:15:03,23.73,3
"13638",1772002,250300000000,2013-04-19 18:36:41,72.4,13
"13639",1772002,250300000000,2013-05-26 16:39:59,45.74,9
"13640",1772002,250300000000,2013-07-03 17:05:15,64.33,14
"13641",1772002,250600000000,2013-08-30 18:57:18,62.89,10
"13642",1772002,250100000000,2013-11-01 17:35:08,61.82,10
"13643",1772002,250200000000,2013-11-04 18:59:00,7.95,1
"13644",1772002,250300000000,2013-12-09 14:58:15,58.59,9
"13645",1772002,250100000000,2013-12-23 16:51:29,24.98,4
"13646",1772024,120100000000,2010-03-24 16:04:20,7.5,1
"13647",1772024,120100000000,2010-03-26 16:19:26,9.56,1
"13648",1772024,120400000000,2010-03-26 18:45:29,62.73,9
"13649",1772024,120100000000,2010-12-20 16:20:16,3.9,0
"13650",1772026,470300000000,2010-03-24 15:53:32,133.41,19
"13651",1772026,470300000000,2010-03-25 14:16:01,0,0
"13652",1772026,470300000000,2010-03-26 19:13:52,133.52,19
"13653",1772026,470300000000,2010-03-27 12:40:53,14.6,2
"13654",1772026,470200000000,2010-06-11 12:55:31,9.18,1
"13655",1772026,470100000000,2010-12-27 14:03:02,77.41,11
"13656",1772026,470200000000,2011-04-30 14:17:58,96.35,0
"13657",1772026,470500000000,2011-06-03 13:57:31,44.85,0
"13658",1772026,470200000000,2011-12-10 12:54:44,94.51,15
"13659",1772026,470600000000,2012-03-30 13:46:28,46.02,8
"13660",1772026,470600000000,2012-11-27 13:48:54,71.3,11
"13661",1772026,470600000000,2012-12-02 14:44:37,22.8,3
"13662",1772026,470400000000,2012-12-03 16:27:30,26.75,4
"13663",1772026,470100000000,2013-05-08 11:34:30,248.53,50
"13664",1772026,470400000000,2013-05-29 14:33:45,27.6,4
"13665",1772026,470400000000,2013-06-03 14:45:04,191.6,31
"13666",1772026,470400000000,2013-06-18 13:59:47,23.5,3
"13667",1772026,470400000000,2013-06-28 14:33:16,41.3,6
"13668",1772026,210100000000,2013-08-16 17:47:59,125.95,23
"13669",1772026,470400000000,2013-09-16 16:22:28,56.4,9
"13670",1772026,470500000000,2013-10-28 17:29:20,134.35,22
"13671",1772026,470400000000,2013-11-23 14:01:10,25.1,4
"13672",1772026,470400000000,2013-11-23 14:02:17,21.5,3
"13673",1772038,290800000000,2010-03-24 15:50:30,175.8,25
"13674",1772038,470100000000,2010-07-10 19:01:49,29.45,4
"13675",1772038,470100000000,2010-10-05 18:58:42,33.65,4
"13676",1772044,550300000000,2010-03-24 16:01:29,176.49,25
"13677",1772044,550100000000,2011-04-23 14:13:45,109.76,18
"13678",1772044,630100000000,2013-07-18 16:24:05,105.68,19
"13679",1772044,630100000000,2013-07-19 17:22:50,450.82,75
"13680",1772066,310100000000,2010-03-24 16:13:43,11.6,2
"13681",1772066,310300000000,2010-03-26 19:24:32,169.66,24
"13682",1772066,310400000000,2010-03-26 19:24:44,119.59,17
"13683",1772066,310100000000,2010-04-14 15:25:33,156.64,22
"13684",1772066,310100000000,2010-04-18 16:46:44,-28.78,0
"13685",1772066,310500000000,2010-04-18 17:37:34,153.84,21
"13686",1772066,310300000000,2010-04-23 18:57:13,66.67,9
"13687",1772066,310100000000,2011-02-19 17:18:45,17.35,2
"13688",1772066,310100000000,2011-02-19 17:20:29,44.65,7
"13689",1772066,310500000000,2011-05-08 16:40:11,16.42,0
"13690",1772066,310300000000,2012-11-25 18:08:05,71.78,11
"13691",1772066,310300000000,2012-11-25 18:12:09,6.55,1
"13692",1772219,130100000000,2010-03-24 17:29:56,80.02,11
"13693",1772219,130400000000,2010-08-27 18:14:56,153.63,21
"13694",1772219,130600000000,2010-11-07 16:17:21,94.36,13
"13695",1772252,500100000000,2010-03-24 17:57:57,50.6,7
"13696",1772252,500100000000,2010-06-09 16:37:42,78.1,11
"13697",1772252,500100000000,2012-05-23 17:04:18,32.7,4
"13698",1772252,500100000000,2013-05-04 15:37:59,93.75,15
"13699",1772252,500200000000,2013-05-11 15:53:00,24,4
"13700",1772252,500200000000,2013-11-16 17:17:52,9.95,3
"13701",1772269,1100100000000,2010-03-24 18:14:16,123.6,18
"13702",1772269,1100200000000,2010-06-11 15:26:24,118.11,16
"13703",1772269,1100200000000,2011-03-05 18:05:14,19.55,3
"13704",1772269,1100200000000,2011-05-21 15:14:55,25,0
"13705",1772325,510100000000,2010-03-24 19:00:03,65.45,9
"13706",1772325,510300000000,2010-05-01 18:31:14,72.1,10
"13707",1772325,510100000000,2010-10-09 13:59:22,24.4,3
"13708",1772325,510400000000,2010-11-05 19:23:28,85.29,12
"13709",1772325,510300000000,2010-12-05 18:47:19,37.75,5
"13710",1772325,510100000000,2011-02-02 16:54:33,59.9,9
"13711",1772325,510200000000,2011-02-05 10:09:57,50.55,8
"13712",1772325,510100000000,2011-02-06 16:40:30,17.65,2
"13713",1772325,510100000000,2011-03-06 18:40:23,80.78,13
"13714",1772325,510300000000,2011-04-09 15:46:00,89.14,15
"13715",1772325,510400000000,2011-12-03 11:38:48,137.7,24
"13716",1772325,510100000000,2012-01-10 13:43:19,40.85,6
"13717",1772325,510100000000,2012-03-16 12:34:22,36,6
"13718",1772325,510100000000,2012-04-06 17:02:35,16.37,2
"13719",1772325,510400000000,2012-05-10 13:37:24,19.14,0
"13720",1772398,310100000000,2010-03-25 10:24:18,81.54,12
"13721",1772398,310200000000,2010-05-02 18:20:21,71.95,10
"13722",1772398,310100000000,2010-09-24 14:47:18,58.85,8
"13723",1772398,310100000000,2011-01-28 14:16:43,19.95,2
"13724",1772398,310300000000,2011-03-03 11:28:11,9.95,1
"13725",1772413,150200000000,2010-03-25 10:34:02,34.45,5
"13726",1772413,150200000000,2010-04-20 15:15:00,50.03,7
"13727",1772413,150200000000,2010-07-09 12:11:43,12.94,1
"13728",1772413,151500000000,2010-09-06 09:58:08,7.69,1
"13729",1772413,150200000000,2010-12-13 17:30:04,20.2,2
"13730",1772413,150600000000,2011-01-14 11:07:58,36.8,5
"13731",1772413,150400000000,2011-05-09 17:54:54,2.85,0
"13732",1772413,150200000000,2011-06-24 17:42:18,3.9,0
"13733",1772413,150600000000,2012-02-22 12:31:45,56.55,9
"13734",1772413,150200000000,2012-08-23 17:27:39,8.85,1
"13735",1772434,1000100000000,2010-03-25 10:53:09,54,8
"13736",1772434,1000100000000,2010-03-26 14:07:42,33.75,5
"13737",1772434,1000200000000,2010-04-12 16:17:57,33.54,4
"13738",1772434,1000100000000,2010-04-21 16:28:53,20.65,2
"13739",1772434,1000100000000,2010-05-04 15:33:24,21.17,3
"13740",1772434,1000100000000,2010-05-25 10:42:44,23,3
"13741",1772434,1000100000000,2010-06-07 16:29:02,20.9,2
"13742",1772434,1000100000000,2010-06-25 11:30:37,28,4
"13743",1772434,1000100000000,2010-11-24 11:12:58,9.45,1
"13744",1772434,1000100000000,2011-01-21 15:05:39,50.85,7
"13745",1772434,1000100000000,2011-02-11 14:32:54,12.5,2
"13746",1772434,1000200000000,2011-02-27 17:28:18,39.5,6
"13747",1772434,1000200000000,2011-03-25 18:01:50,37.28,6
"13748",1772434,1000100000000,2011-04-18 16:14:02,30.35,5
"13749",1772434,1000100000000,2011-04-19 18:26:44,4.9,0
"13750",1772434,1000200000000,2011-05-19 17:45:32,58.64,9
"13751",1772434,1000400000000,2011-05-23 09:42:58,38.14,6
"13752",1772434,1000200000000,2011-05-28 16:23:32,67.8,11
"13753",1772434,1000100000000,2011-07-25 11:53:10,75.94,12
"13754",1772434,1000100000000,2011-11-15 15:44:31,13.84,2
"13755",1772434,1000100000000,2012-03-10 11:20:06,44.34,7
"13756",1772434,1000200000000,2012-03-11 15:05:48,43.16,7
"13757",1772434,1000100000000,2012-03-17 16:55:21,65.68,14
"13758",1772434,1000100000000,2012-04-26 16:05:52,54.56,9
"13759",1772434,1000100000000,2012-06-20 16:15:33,75.47,13
"13760",1772434,1000100000000,2012-06-24 16:03:25,34.96,8
"13761",1772434,1000100000000,2012-06-30 09:50:41,19.05,3
"13762",1772434,1000100000000,2012-07-27 18:41:52,56.49,9
"13763",1772434,1000100000000,2012-10-07 16:55:51,33.4,5
"13764",1772434,1000200000000,2012-10-28 15:31:57,58.1,9
"13765",1772434,1000100000000,2013-01-03 17:31:11,77.34,12
"13766",1772434,1000100000000,2013-02-15 17:27:08,75.25,12
"13767",1772434,1000100000000,2013-02-26 15:46:26,41,6
"13768",1772434,1000100000000,2013-03-10 16:24:50,33.84,6
"13769",1772434,1000200000000,2013-03-12 16:20:24,63.72,11
"13770",1772434,1000100000000,2013-04-02 16:31:10,38.77,6
"13771",1772434,1000100000000,2013-06-15 10:03:42,42.56,7
"13772",1772434,1000100000000,2013-06-26 16:59:04,7.8,1
"13773",1772434,1000200000000,2013-07-09 17:20:24,9.67,1
"13774",1772434,1000100000000,2013-07-19 15:27:18,10.95,3
"13775",1772434,1000100000000,2013-08-20 09:43:16,12.95,2
"13776",1772434,1000200000000,2013-08-24 15:14:21,20.5,4
"13777",1772434,1000200000000,2013-11-02 15:31:33,11.9,1
"13778",1772443,240100000000,2010-03-25 10:51:32,2172.68,310
"13779",1772443,240100000000,2010-06-18 16:17:20,0,0
"13780",1772443,240100000000,2010-06-19 11:38:54,0,0
"13781",1772461,1090100000000,2010-03-25 11:01:10,45.78,7
"13782",1772461,1090200000000,2010-05-31 17:46:12,58,8
"13783",1772461,1090200000000,2010-06-14 13:39:53,14.34,2
"13784",1772461,1090100000000,2010-07-21 18:56:15,8.55,1
"13785",1772461,1090200000000,2010-08-13 16:38:36,16.9,2
"13786",1772461,1090100000000,2010-11-18 14:21:12,16.7,2
"13787",1772461,1090100000000,2010-11-26 17:44:40,6.5,0
"13788",1772461,1090100000000,2010-12-09 13:55:34,31.15,4
"13789",1772480,670100000000,2010-03-25 11:22:12,160.22,23
"13790",1772483,270200000000,2010-03-25 11:32:29,37.7,5
"13791",1772483,270200000000,2010-05-18 12:08:06,60.65,8
"13792",1772483,270100000000,2010-07-20 14:35:48,33.92,4
"13793",1772483,270100000000,2010-12-02 12:27:11,70.65,10
"13794",1772499,650100000000,2010-03-25 11:42:03,70.41,10
"13795",1772505,350400000000,2010-03-25 11:37:15,98.51,14
"13796",1772505,350400000000,2010-04-15 16:05:46,40.62,5
"13797",1772505,350100000000,2010-04-28 18:57:12,44.85,6
"13798",1772505,350300000000,2010-05-22 11:09:57,49.8,7
"13799",1772505,350100000000,2010-06-11 12:01:38,19.28,2
"13800",1772505,350100000000,2010-06-25 15:31:16,25.5,3
"13801",1772505,350100000000,2010-09-30 16:18:02,63.29,9
"13802",1772505,350100000000,2010-09-30 16:20:33,0,0
"13803",1772505,350400000000,2010-12-14 18:24:38,44,6
"13804",1772505,350400000000,2011-02-25 16:13:23,25.05,4
"13805",1772505,350100000000,2011-04-05 18:44:06,47.19,7
"13806",1772505,350300000000,2011-04-08 16:59:48,30.8,5
"13807",1772505,350800000000,2011-05-10 15:27:25,51.3,9
"13808",1772505,350300000000,2011-05-20 11:05:09,36.9,6
"13809",1772505,350100000000,2011-06-11 14:56:30,22.7,3
"13810",1772505,350100000000,2011-06-11 15:13:17,9.9,1
"13811",1772505,350300000000,2011-07-29 15:47:57,10.74,1
"13812",1772505,350300000000,2011-12-23 10:57:20,16.08,2
"13813",1772505,350300000000,2012-03-13 17:05:42,11.8,1
"13814",1772505,350500000000,2012-03-23 10:14:39,39.95,6
"13815",1772505,350400000000,2012-05-04 16:47:51,34.65,5
"13816",1772505,350300000000,2012-06-22 16:22:32,54.29,9
"13817",1772505,350100000000,2012-07-08 10:36:35,16.33,2
"13818",1772505,350300000000,2012-08-24 15:09:34,66.43,11
"13819",1772505,350300000000,2012-08-24 15:15:03,-5.9,0
"13820",1772505,350100000000,2012-10-03 16:56:15,26.6,4
"13821",1772505,350600000000,2012-11-02 15:32:27,12.24,2
"13822",1772505,350100000000,2012-11-22 16:40:46,13.4,2
"13823",1772505,350100000000,2012-12-01 17:38:58,97.1,16
"13824",1772505,350300000000,2013-01-04 11:49:44,0,0
"13825",1772505,350400000000,2013-02-26 17:31:03,17.1,2
"13826",1772505,350100000000,2013-02-26 17:49:43,8.5,1
"13827",1772505,350100000000,2013-08-16 17:45:43,13.9,2
"13828",1772505,350400000000,2013-10-04 14:52:18,17.01,2
"13829",1772548,130400000000,2010-03-25 12:00:20,119.73,17
"13830",1772548,130400000000,2010-03-31 14:43:01,17.95,3
"13831",1772564,130600000000,2010-03-25 12:20:17,1531.08,219
"13832",1772564,130400000000,2010-07-03 11:14:28,128.85,18
"13833",1772564,130600000000,2010-10-16 17:19:45,76.19,10
"13834",1772564,130600000000,2010-10-16 17:22:08,43.62,6
"13835",1772564,130400000000,2010-12-09 16:35:14,64.7,9
"13836",1772609,140100000000,2010-03-25 13:57:38,0,0
"13837",1772609,140400000000,2010-03-26 14:20:09,160.65,23
"13838",1772609,300100000000,2010-04-16 10:23:14,32.35,4
"13839",1772609,140200000000,2010-06-08 15:41:50,25.5,3
"13840",1772609,140300000000,2010-06-11 14:00:00,71.8,10
"13841",1772759,470100000000,2010-03-25 16:09:04,88.58,13
"13842",1772759,150600000000,2010-11-17 14:09:12,30.8,4
"13843",1772759,470500000000,2011-12-01 16:44:17,124.6,20
"13844",1772777,270100000000,2010-03-25 16:13:27,165.67,24
"13845",1772777,270300000000,2010-03-26 15:54:15,13.52,2
"13846",1772839,190500000000,2010-03-25 16:54:09,67.15,10
"13847",1772839,190500000000,2010-03-26 15:22:04,132.41,19
"13848",1772839,190400000000,2010-05-12 16:41:39,4.78,0
"13849",1772839,190400000000,2010-05-17 17:09:00,115.47,16
"13850",1772839,190300000000,2010-05-18 14:34:41,4.65,0
"13851",1772839,190300000000,2010-12-03 15:36:51,7.72,1
"13852",1772839,190100000000,2011-02-21 15:53:18,21.9,3
"13853",1772839,190800000000,2011-03-25 11:22:22,593.08,98
"13854",1772839,190600000000,2011-05-26 16:51:30,17.85,2
"13855",1772839,190300000000,2011-12-02 11:14:34,87.78,18
"13856",1772839,190100000000,2012-04-27 16:49:51,10.54,1
"13857",1772839,190200000000,2012-05-09 10:59:01,57,17
"13858",1772839,190100000000,2013-03-20 16:57:02,37.34,6
"13859",1772839,190100000000,2013-04-09 16:36:57,7.65,1
"13860",1772858,230400000000,2010-03-25 17:03:38,111.85,16
"13861",1772858,230100000000,2010-06-25 15:28:07,47.19,6
"13862",1772931,200400000000,2010-03-25 17:58:16,11.22,2
"13863",1772931,200700000000,2010-03-26 18:03:00,16.89,2
"13864",1772931,200400000000,2010-04-01 18:00:20,3.44,0
"13865",1772931,200600000000,2010-04-08 18:19:36,33.05,4
"13866",1772931,200100000000,2010-04-09 12:58:12,-0.85,0
"13867",1772931,200500000000,2010-05-20 18:20:50,9.99,1
"13868",1772931,200300000000,2010-05-22 12:11:12,32.66,4
"13869",1772931,200100000000,2010-06-03 17:59:01,10.65,1
"13870",1772931,200100000000,2010-06-03 18:05:02,-0.41,0
"13871",1772931,200100000000,2010-06-10 18:01:59,3.59,0
"13872",1772931,200300000000,2010-12-03 15:33:56,178.95,25
"13873",1772931,200100000000,2010-12-03 15:37:56,-84.15,0
"13874",1772931,200400000000,2011-03-07 18:57:59,1.2,0
"13875",1772931,200100000000,2011-03-25 13:30:32,42.94,7
"13876",1772959,1060100000000,2010-03-25 18:17:11,83.15,12
"13877",1772959,1060400000000,2010-04-07 17:10:30,57.88,8
"13878",1772959,1060200000000,2010-07-14 17:13:59,16.05,2
"13879",1772959,1060100000000,2011-01-16 15:56:21,22.47,3
"13880",1772959,1060100000000,2012-08-11 18:07:34,680.5,113
"13881",1772959,1060100000000,2012-09-28 16:51:42,23.2,3
"13882",1772959,1060100000000,2012-09-28 18:29:59,9.9,1
"13883",1772959,1060400000000,2012-09-29 18:07:58,6,1
"13884",1772959,1060100000000,2012-10-22 15:11:18,27.2,4
"13885",1772959,1060100000000,2012-10-30 18:26:35,33.74,5
"13886",1772959,1060400000000,2012-11-02 17:39:23,56.81,9
"13887",1772959,1060100000000,2012-12-05 17:15:05,62.4,10
"13888",1772959,1060100000000,2013-03-01 11:06:31,28.94,4
"13889",1772959,1060100000000,2013-04-24 18:21:24,41.55,6
"13890",1772959,1060100000000,2013-05-23 15:36:45,69.8,12
"13891",1772959,1060100000000,2013-09-22 18:33:21,73.29,12
"13892",1772959,1060100000000,2013-10-27 18:02:25,30.47,5
"13893",1772971,650400000000,2010-03-25 18:22:05,203.49,29
"13894",1772971,650100000000,2010-03-26 18:09:37,19.51,3
"13895",1772971,650300000000,2010-04-19 16:50:31,52.5,7
"13896",1772971,650500000000,2010-04-23 15:35:21,-3.07,0
"13897",1772971,650200000000,2010-07-06 18:52:18,16.9,2
"13898",1772971,650100000000,2010-07-15 12:31:15,-4.95,0
"13899",1772971,650200000000,2011-02-04 17:34:10,6.95,1
"13900",1772971,650200000000,2011-11-07 18:30:06,157.94,26
"13901",1772971,650100000000,2011-12-05 10:23:12,111.25,18
"13902",1772971,650100000000,2012-01-07 16:34:01,56.5,9
"13903",1772971,650200000000,2012-02-04 15:32:12,64.9,10
"13904",1772971,650100000000,2012-03-12 14:08:11,80.4,13
"13905",1772971,650100000000,2012-04-23 14:35:29,58.7,9
"13906",1772971,650300000000,2012-05-24 14:10:30,72.8,12
"13907",1772971,650100000000,2012-07-09 10:41:01,88.2,14
"13908",1772971,650100000000,2012-08-11 13:43:57,19.9,3
"13909",1772971,650100000000,2012-10-02 15:26:41,58.7,9
"13910",1772971,650400000000,2012-11-02 14:59:04,22.9,3
"13911",1772971,650100000000,2012-11-29 17:00:10,58.7,9
"13912",1772971,650400000000,2012-12-21 16:50:26,99.83,16
"13913",1772971,650100000000,2013-01-24 11:56:50,58.7,9
"13914",1772971,650400000000,2013-02-22 16:05:24,65.34,10
"13915",1772971,650200000000,2013-03-28 14:55:47,50.9,8
"13916",1772971,650100000000,2013-05-07 11:09:03,80.3,13
"13917",1772971,650100000000,2013-06-22 17:16:13,91.2,25
"13918",1772971,650200000000,2013-08-17 15:23:42,59,9
"13919",1772971,650400000000,2013-10-04 16:28:28,76.26,12
"13920",1772971,650200000000,2013-11-12 15:08:15,65.9,10
"13921",1772971,650400000000,2013-12-06 15:11:39,63.92,10
"13922",1772985,730300000000,2010-03-25 18:34:56,7.5,1
"13923",1772985,730400000000,2010-04-12 14:44:07,63.5,9
"13924",1773025,150400000000,2010-03-25 18:59:27,649.2,93
"13925",1773025,150600000000,2010-05-27 16:37:35,53.2,7
"13926",1773025,150200000000,2010-08-29 15:41:24,46.85,6
"13927",1773025,470700000000,2011-02-08 10:56:49,35.95,5
"13928",1773025,150600000000,2012-03-05 09:39:39,784.01,134
"13929",1773046,960100000000,2010-03-25 18:58:19,59.33,8
"13930",1773046,960500000000,2010-05-24 17:30:15,197.38,28
"13931",1773046,960100000000,2010-06-16 19:26:19,50,7
"13932",1773046,960600000000,2010-12-22 13:50:56,13.35,1
"13933",1773046,961500000000,2011-05-17 19:21:36,79.9,0
"13934",1773073,80400065899,2010-03-26 09:11:15,33.81,5
"13935",1773073,80400068777,2010-04-11 15:38:49,55,7
"13936",1773073,80400068778,2010-04-11 15:40:35,51.15,7
"13937",1773073,80400071489,2010-04-26 17:16:51,61.36,8
"13938",1773073,80200143626,2010-06-05 17:46:41,16.8,2
"13939",1773073,80100209359,2010-06-13 12:21:13,71.45,10
"13940",1773073,80300132659,2010-12-07 14:32:02,16.5,2
"13941",1773073,80400091665,2011-04-01 14:38:48,35.95,5
"13942",1773073,80600029294,2011-05-06 15:57:54,6.99,1
"13943",1773073,80200209703,2011-06-17 09:30:08,25.12,4
"13944",1773073,80200217926,2011-08-06 18:30:12,68.4,11
"13945",1773073,80100361042,2012-01-15 16:34:42,49.05,8
"13946",1773076,250400000000,2010-03-26 09:17:59,121.65,17
"13947",1773076,250400000000,2010-03-27 11:17:51,7.2,1
"13948",1773076,250100000000,2010-04-01 13:15:11,38.2,5
"13949",1773076,250100000000,2010-04-02 13:12:49,-4.12,0
"13950",1773076,250400000000,2010-04-06 12:55:34,41.3,6
"13951",1773076,250500000000,2010-05-07 13:25:18,2.45,0
"13952",1773076,250600000000,2010-05-10 13:55:32,12.25,1
"13953",1773076,250400000000,2010-05-18 13:41:07,7.95,1
"13954",1773076,250200000000,2010-06-14 13:54:15,25.6,3
"13955",1773076,250200000000,2010-06-21 13:43:33,6.55,0
"13956",1773076,250100000000,2010-07-01 14:01:04,6.35,0
"13957",1773076,250500000000,2010-09-10 13:36:43,12.79,1
"13958",1773076,250400000000,2010-09-12 10:16:36,3.6,0
"13959",1773076,250200000000,2010-09-28 17:55:26,2.45,0
"13960",1773076,250600000000,2010-10-28 13:36:47,4.25,0
"13961",1773076,250300000000,2010-10-29 13:13:33,26.36,3
"13962",1773076,250400000000,2010-11-03 13:26:07,4.95,0
"13963",1773076,250100000000,2010-12-03 14:16:42,88.96,12
"13964",1773076,250100000000,2010-12-03 14:18:26,25.36,3
"13965",1773076,250100000000,2010-12-30 12:27:39,21.85,3
"13966",1773076,250100000000,2010-12-30 13:54:53,3.9,0
"13967",1773076,250200000000,2010-12-30 15:37:22,3.15,0
"13968",1773076,250400000000,2011-01-04 14:01:03,29.68,4
"13969",1773076,250500000000,2011-01-07 13:42:33,26.69,3
"13970",1773076,250100000000,2011-01-08 12:37:17,-1.95,0
"13971",1773076,250100000000,2011-01-08 12:59:01,10.38,1
"13972",1773076,250400000000,2011-02-21 13:29:23,19.9,3
"13973",1773076,250400000000,2011-02-24 14:01:02,11.24,1
"13974",1773076,250400000000,2011-02-25 13:46:17,73.79,12
"13975",1773076,250200000000,2011-03-14 13:48:11,16.8,2
"13976",1773076,250200000000,2011-03-15 14:01:08,10.18,1
"13977",1773076,250100000000,2011-03-25 18:39:16,101.93,16
"13978",1773076,251000000000,2011-03-28 13:55:57,10.47,1
"13979",1773076,250100000000,2011-04-06 13:19:18,8.26,1
"13980",1773076,250100000000,2011-04-08 13:15:28,14.45,2
"13981",1773076,250100000000,2011-04-18 13:52:34,13.54,2
"13982",1773076,250100000000,2011-04-21 13:56:31,10.4,1
"13983",1773076,250400000000,2011-05-07 15:23:11,8.05,1
"13984",1773076,250600000000,2011-05-09 12:48:43,4.9,0
"13985",1773076,250600000000,2011-05-10 13:16:00,2.95,0
"13986",1773076,250600000000,2011-05-13 13:33:23,15.7,2
"13987",1773076,250400000000,2011-06-17 13:25:00,8.2,1
"13988",1773076,250100000000,2011-06-30 11:51:13,18.8,3
"13989",1773076,250600000000,2011-07-08 13:07:18,12.95,2
"13990",1773076,250600000000,2011-07-16 11:54:03,13.6,2
"13991",1773076,251000000000,2011-09-06 14:09:12,9.7,1
"13992",1773076,250100000000,2011-09-22 13:20:26,36.73,6
"13993",1773076,250600000000,2011-10-11 13:39:06,25.35,4
"13994",1773076,250300000000,2011-10-14 13:23:03,35.94,5
"13995",1773076,250400000000,2011-10-17 12:07:19,3.74,0
"13996",1773076,250400000000,2011-10-17 13:15:36,9.15,1
"13997",1773076,250100000000,2011-11-07 13:54:22,15.1,2
"13998",1773076,250600000000,2011-11-08 13:33:33,17.39,2
"13999",1773076,250400000000,2011-11-11 10:12:19,13.78,2
"14000",1773076,250100000000,2011-12-12 13:57:09,19.76,3
"14001",1773076,250100000000,2011-12-30 11:51:16,43.97,7
"14002",1773076,250600000000,2012-01-23 13:33:39,17.25,2
"14003",1773076,250400000000,2012-02-03 17:24:12,32.02,5
"14004",1773076,250800000000,2012-02-14 13:40:57,16.43,2
"14005",1773076,250100000000,2012-02-29 13:16:17,6,1
"14006",1773076,250100000000,2012-03-01 13:33:06,-6,0
"14007",1773076,250600000000,2012-03-01 13:54:01,11.36,1
"14008",1773076,250200000000,2012-03-02 16:42:04,9.54,1
